,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,inference_time,action_cpu_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1,real_step,real_joint_velocities,real_effort,real_joint_positions,current_time
0,0,0,False,False,False,False,6,0.0,0.0,0.0,0.0,0.0,0.024999999959999998,3.3611233720000087,255.57432051600003,3.987134747999903,0.00013142599999582671,[ 0.04415047 -0.13752073  0.55654931],[0. 0. 0.],[ 0.65347499  0.74116242 -0.15026829  0.03268317],6.0558319091796875e-05,[-3.0376152  -0.82207754 -1.49509638 -2.60619616  1.32079236],[  1.54020839  -1.05191323   2.91259628 -10.          -9.99998455],4.691800000955482e-05,-0.10857670091878459,0.7272776377232969,0.05,1,[ 0.  0. -0.  0.  0.  0.],[-0.1703776  -1.0984871   1.3181846   0.14335386  0.06252669  0.10827792],"[-3.1415958e+00 -7.8545552e-01 -1.5707396e+00 -2.3561480e+00
  1.5707563e+00 -5.9906637e-05]",45.17392945289612
1,0,0,False,False,False,False,12,0.0,0.0,0.0,0.0,0.0,0.04999999991999999,6.858417752999969,259.07161489699996,5.962317976999998,0.00012197800003832526,[ 0.04021515 -0.1667214   0.57423896],[0. 0. 0.],[ 0.55576938  0.77160984 -0.30136737  0.07011666],8.630752563476562e-05,[-2.9211469  -0.85644134 -1.42715607 -2.85619616  1.07079273],[  3.34757677  -1.08719082   2.31629773 -10.          -9.99997447],3.809100002172272e-05,-0.11135105227481167,0.7581390940936262,0.05,2,[-0.00069029  0.00043463 -0.00130388  0.01548362 -0.00414654  0.        ],[-0.2152138  -1.2509303   1.2509303   0.02440066 -0.2150308   0.11285305],"[-3.0374436e+00 -8.2216626e-01 -1.4949745e+00 -2.6064632e+00
  1.3205377e+00 -5.9906637e-05]",46.02979254722595
2,0,0,False,False,False,False,18,0.0,0.0,0.0,0.0,0.0,0.07499999987999999,10.350056011999982,262.563253156,7.867871643000001,0.00011092800002643344,[ 0.05275492 -0.19126455  0.59246439],[0. 0. 0.],[ 0.41187596  0.78986311 -0.43874639  0.11821997],7.367134094238281e-05,[-2.79031825 -0.8804624  -1.39363744 -3.10619616  0.82079324],[  5.32734555  -0.86128275   1.03360669 -10.          -9.99999046],3.658800000039264e-05,-0.11292867827039066,0.778212276733132,0.05,3,[-0.00185356  0.00025566 -0.0003835  -0.0161787  -0.00203732  0.        ],[-0.39007503 -0.99984753  1.0827945   0.30195814 -0.23485634  0.10675288],"[-2.9210389e+00 -8.5651809e-01 -1.4270786e+00 -2.8563964e+00
  1.0706950e+00 -4.7985708e-05]",46.90184569358826
3,0,0,False,False,False,False,22,0.0,0.0,0.0,0.0,0.0,0.09166666651999998,13.187671679000005,265.400868823,9.68236600800003,0.00013199800002894335,[ 0.0853961  -0.19446981  0.59915066],[0. 0. 0.],[ 0.32336479  0.79286766 -0.48099047  0.18826655],1.3828277587890625e-05,[-2.69909506 -0.88321354 -1.4129853  -3.14159278  0.6541269 ],"[ 3.77429464e+00  4.85477467e-01 -2.87266470e+00  7.40115993e-06
 -9.99994919e+00]",5.9732000011081254e-05,-0.11288480469938333,0.7705897031324338,0.05,4,[ 0.00579078 -0.00396278  0.00187913 -0.0143571  -0.01114533  0.        ],[ 0.212972   -0.9953639   1.5132221   0.11437809 -0.09912768  0.11437809],"[-2.7894361e+00 -8.8070089e-01 -1.3934606e+00 -3.1078799e+00
  8.1902856e-01 -7.1827562e-05]",47.581724882125854
4,0,0,False,False,False,False,25,0.0,0.0,0.0,0.0,0.0,0.10416666649999998,14.057840258999988,266.271037403,9.778041569000038,5.6746999973711354e-05,[ 0.12030531 -0.18604349  0.59632164],[0. 0. 0.],[ 0.24471021  0.7916308  -0.50149477  0.24887858],5.1975250244140625e-05,[-2.60633463 -0.8783693  -1.45915048 -3.14159272  0.52912738],"[ 9.25146669e+00  3.87230312e-01 -4.22867972e+00  3.78939389e-06
 -9.99996301e+00]",3.0437000020810956e-05,-0.11194260646652784,0.7515381851288301,0.05,5,[ 0.15154453 -0.00442298 -0.03043674 -0.06188654 -0.2823004   0.        ],[ 0.74876475 -1.5827183   0.6232233  -0.05795157 -0.29890808  0.11742817],"[-2.7221401e+00 -8.8247329e-01 -1.4081286e+00 -3.1327498e+00
  6.9583857e-01 -4.7985708e-05]",48.07774376869202
5,0,0,False,False,False,False,30,0.0,0.0,0.0,0.0,0.0,0.12499999979999997,17.197904327000003,269.411101471,11.663183714000127,0.00011284099997510566,[ 0.16854875 -0.16399312  0.58810437],[0. 0. 0.],[ 0.1241876   0.77003175 -0.52543414  0.33992296],4.792213439941406e-05,[-2.49107312 -0.86611604 -1.54478714 -3.14159284  0.32079486],"[ 9.05862510e+00  3.21807512e-01 -4.50835969e+00  1.13431253e-05
 -9.99995615e+00]",3.363299998682123e-05,-0.10800603915423829,0.7097289599887225,0.05,6,[ 0.17933515  0.00853916 -0.08199128 -0.02008556 -0.24881649  0.        ],[ 0.62770694 -0.603047    0.45732936  0.10217776 -0.42091137  0.12505338],"[-2.6304770e+00 -8.7943107e-01 -1.4479831e+00 -3.1400492e+00
  5.6287020e-01 -2.3667013e-05]",48.59775733947754
6,0,0,False,False,False,False,32,0.0,0.0,0.0,0.0,0.0,0.13333333311999998,19.462647935999996,271.67584508,13.42532243900007,5.652699996971933e-05,[ 0.18204425 -0.15610451  0.5858326 ],[0. 0. 0.],[ 0.08563834  0.75591069 -0.53230417  0.37137228],6.580352783203125e-05,[-2.467879   -0.86069591 -1.57416623 -3.14159265  0.23747606],[ 3.72762844  0.84660879 -4.66042182  0.         -9.99872211],4.243899996936307e-05,-0.10568601876434658,0.6912468690353621,0.05,7,"[ 1.54203415e-01  2.00567991e-02 -1.26668468e-01  3.88768278e-02
 -3.23070735e-01 -1.19842254e-04]",[ 0.6344324  -0.32730433  0.7846337   0.15402916 -0.34313425 -0.0518514 ],"[-2.54365730e+00 -8.69262040e-01 -1.51418817e+00 -3.14147544e+00
  3.92243683e-01  1.07858024e-04]",49.14988660812378
7,0,0,False,False,False,False,35,0.0,0.0,0.0,0.0,0.0,0.14583333310000002,20.411376815999972,272.62457395999996,13.548849439000037,0.00019213000001627734,[ 0.20929925 -0.1292748   0.57706088],[0. 0. 0.],[-0.01289265  0.73637062 -0.54200637  0.40474838],5.221366882324219e-05,[-2.37867684 -0.85744081 -1.62565117 -3.14159265  0.13446832],"[ 8.84227626e+00 -6.47608419e-03 -3.90544404e+00  4.44089210e-16
 -7.67065561e+00]",4.5484999986911134e-05,-0.09655108463101894,0.6596436500623152,0.05,8,[ 0.10584468  0.01246359 -0.08080244  0.         -0.21806496  0.04266384],[ 0.7241048  -0.18607028  0.5828707   0.10522784 -0.4331117   0.03812603],"[-2.4871602e+00 -8.6293775e-01 -1.5589861e+00 -3.1416552e+00
  2.7669442e-01 -3.5587942e-05]",49.645705223083496
8,0,0,False,False,False,False,40,0.0,0.0,0.0,0.0,0.0,0.16666666640000008,23.699504853999997,275.912701998,15.524103069000091,9.953799997219903e-05,[ 0.24128388 -0.08448369  0.5679937 ],[0. 0. 0.],[-0.14149502  0.68171126 -0.54425937  0.46800709],7.772445678710938e-05,[-2.26916057 -0.85469477 -1.69161419 -3.14159265 -0.05205746],[ 8.66603786 -0.27936641 -3.34743916  0.         -9.89403607],3.4475000006750633e-05,-0.08679082583925862,0.6066422403139626,0.05,9,[ 0.174273    0.00837298 -0.1056785   0.         -0.22542328 -0.09702429],[ 0.7442811  -0.49319834  0.87430614  0.12810346 -0.3888855  -0.08540231],[-2.4006798  -0.85847026 -1.6123708  -3.1415951   0.16239749 -0.04702598],50.16558909416199
9,0,0,False,False,False,False,42,0.0,0.0,0.0,0.0,0.0,0.1749999997200001,26.166645114000005,278.379842258,17.442153043000076,6.923899996991167e-05,[ 0.24999142 -0.06897657  0.56609362],[0. 0. 0.],[-0.17060231  0.65701932 -0.53682321  0.50104046],1.2874603271484375e-05,[-2.24725024 -0.85143416 -1.71646555 -3.12489326 -0.13539045],[ 3.52098799  0.4391301  -3.69259091  1.92174211 -9.99994445],3.701000002820365e-05,-0.08512732027044279,0.58393874037379,0.05,10,[ 0.14704484  0.00700518 -0.10125551  0.         -0.27314445 -0.10344783],[ 0.47750565 -0.36989874  0.9101751   0.17080462 -0.42701152 -0.2851827 ],[-2.3085349  -0.853679   -1.6753396  -3.1416314  -0.00476867 -0.11468775],50.789604902267456
10,0,0,False,False,False,False,45,0.0,0.0,0.0,0.0,0.0,0.18749999970000014,27.14901547400001,279.362212618,17.57112487000012,7.612299998527305e-05,[ 0.26184887 -0.03176516  0.57091564],[0. 0. 0.],[-0.24128778  0.60946274 -0.51461089  0.5527305 ],9.489059448242188e-05,[-2.16326214 -0.86307209 -1.71843411 -3.15267848 -0.26038806],[ 8.26876453 -1.79345247  2.47965995  0.66514963 -9.99954617],3.55870000134928e-05,-0.10049931875563158,0.5516164860189622,0.05,11,[ 0.09745891  0.0041801  -0.06438884  0.02662895 -0.20356405 -0.00874848],[ 0.757732   -0.48198926  1.1433234   0.32330874 -0.2928079  -0.13877875],[-2.262655   -0.8519781  -1.7062124  -3.1293457  -0.10273582 -0.11792547],51.28558659553528
11,0,0,False,False,False,False,49,0.0,0.0,0.0,0.0,0.0,0.2041666663400002,30.22577088700001,282.438968031,19.56832087400005,7.765600003040163e-05,[0.26573628 0.00400659 0.61731488],[0. 0. 0.],[-0.26803407  0.55041695 -0.46707755  0.63799489],8.153915405273438e-05,[-2.0975926  -0.89580382 -1.62589098 -3.14159286 -0.42704125],"[ 6.64861219e+00 -2.40877681e+00  5.99028962e+00 -4.84455919e-05
 -1.00000000e+01]",3.1418999981269735e-05,-0.09100601363057484,0.535709730343547,0.05,12,[ 0.15614647 -0.01962217 -0.01418932 -0.04263987 -0.23978038 -0.00064715],[ 0.71065396 -1.4347588   0.90569144  0.06252669 -0.41328615 -0.19520527],[-2.187919   -0.8600157  -1.7162756  -3.1460063  -0.22226506 -0.11820156],51.78952121734619
12,0,0,False,False,False,False,50,0.0,0.0,0.0,0.0,0.0,0.2083333330000002,30.649604824999983,282.862801969,19.701684986000032,0.00017314399997303553,[0.26576954 0.01930366 0.62557238],[0. 0. 0.],[-0.28288922  0.53114504 -0.44967276  0.6600402 ],2.1457672119140625e-05,[-2.06118871 -0.90408494 -1.61030012 -3.14159282 -0.46870782],"[ 8.73693348e+00 -1.98746933e+00  3.74180725e+00  9.68911837e-06
 -9.99997650e+00]",5.7417999983044865e-05,-0.08879134692217455,0.5321160727604843,0.05,13,"[ 9.20516327e-02 -4.10467684e-02  1.12926558e-01  6.47148164e-03
 -2.51117468e-01 -1.19842254e-04]",[ 0.64564145 -1.2285122   2.1274781   0.3187336  -0.42853656 -0.1738547 ],[-2.136985   -0.88061696 -1.664821   -3.143129   -0.35358125 -0.11828548],52.30956196784973
13,0,0,False,False,False,False,55,0.0,0.0,0.0,0.0,0.0,0.22916666630000027,34.074136619,286.287333763,21.635587519000012,0.00011726899998620866,[0.25648755 0.06947917 0.66428488],[0. 0. 0.],[-0.33526143  0.43712974 -0.40010506  0.73241615],1.2874603271484375e-05,[-1.95200111 -0.93543294 -1.53767193 -3.14159265 -0.65845276],"[ 8.67110000e+00 -3.40443499e+00  9.26059072e+00 -2.22044605e-16
 -8.97056617e+00]",3.940400000601585e-05,-0.08798034192370935,0.5134980576966206,0.05,14,"[ 1.1508691e-01 -3.7710361e-02  8.3295159e-02  0.0000000e+00
 -1.6969663e-01 -9.5873802e-05]",[ 0.6232233  -1.3764716   2.033322    0.40871105 -0.39651072 -0.17842981],[-2.085488   -0.8966668  -1.6269916  -3.141919   -0.4336961  -0.11833317],52.757516860961914
14,0,0,False,False,False,False,57,0.0,0.0,0.0,0.0,0.0,0.2374999996200003,36.570735496,288.78393264,23.573919981000017,0.008050432000004548,[0.2500436  0.0812312  0.68206888],[0. 0. 0.],[-0.34478995  0.40090638 -0.37973276  0.75907642],7.152557373046875e-05,[-1.93166858 -0.94804712 -1.4999156  -3.15342708 -0.74178572],[  3.30681141  -2.09781348   6.33195206 -10.          -9.99992755],8.740399999851434e-05,-0.09774496004127403,0.5209802510444754,0.05,15,[ 0.153462   -0.03962784  0.07713367  0.00052731 -0.29876673 -0.0608559 ],[ 0.6703014  -1.2957665   1.9324406   0.27145734 -0.38278535 -0.23943147],[-2.0063694  -0.9168127  -1.5853008  -3.141691   -0.5858925  -0.14922363],53.29345345497131
15,0,0,False,False,False,False,60,0.0,0.0,0.0,0.0,0.0,0.24999999960000033,37.53757851199998,289.750775656,23.74262102000006,0.00014582299996845904,[0.23200823 0.11172888 0.72959262],[0. 0. 0.],[-0.31573489  0.34140706 -0.30997476  0.82925767],1.430511474609375e-05,[-1.83786528 -0.97811034 -1.4196436  -3.06772686 -0.85937989],[ 9.97432226 -1.75722885  3.829724   10.         -8.69850947],4.4423000019833125e-05,-0.096967208889896,0.5410412672455672,0.05,16,[ 0.08665714 -0.03359418  0.09326603  0.04479703 -0.16799487 -0.03039199],[ 0.42818582 -1.313701    2.046773    0.3812603  -0.2775575  -0.13877875],[-1.959905   -0.9336775  -1.5416425  -3.1199372  -0.67301637 -0.16384059],53.781431436538696
16,0,0,False,False,False,False,63,0.0,0.0,0.0,0.0,0.0,0.2624999995800003,40.42797800699998,292.64117515099997,25.799542110000004,0.00012467300001617332,[0.22446238 0.12388609 0.74861044],[0. 0. 0.],[-0.26988038  0.33243045 -0.27020311  0.86234844],7.271766662597656e-05,[-1.78558503 -0.98285877 -1.41494467 -2.94272686 -0.87349023],[ 6.0173031  -1.46479962  3.61499418 10.          1.98750824],0.00012515399998846988,-0.09102747545495217,0.5507940289269992,0.05,17,[ 0.12532623 -0.05885373  0.16905747  0.00651942 -0.2315592   0.02650911],[ 0.591838   -1.1769506   2.1431708   0.6542427  -0.35380957 -0.10675288],[-1.8944782  -0.9638737  -1.4556111  -3.1112592  -0.7952159  -0.16747409],54.309422969818115
17,0,0,False,False,False,False,65,0.0,0.0,0.0,0.0,0.0,0.2708333329000003,41.14224323499997,293.35544037899996,25.924398403999987,0.0001409539999599474,[0.21272543 0.13214229 0.78454411],[0. 0. 0.],[-0.22428943  0.32490849 -0.21917185  0.89224011],5.8650970458984375e-05,[-1.71177016 -1.00815896 -1.34491723 -2.85939353 -0.88187198],[ 9.84270106 -3.55544489  9.99999077 10.         -2.12952887],0.00034241299999848707,-0.09265435370731953,0.5692118630567068,0.05,18,[ 0.12787008 -0.01430437  0.03011716  0.20766266 -0.12511532 -0.04860802],[ 0.591838   -1.0110565   1.8405265   0.45446226 -0.28060758 -0.12505338],[-1.8322982  -0.97394735 -1.4349221  -3.019046   -0.860915   -0.16805011],54.789360761642456
18,0,0,False,False,False,False,70,0.0,0.0,0.0,0.0,0.0,0.2916666662000002,44.46415887500001,296.677356019,27.856147474999943,9.743300000764066e-05,[0.18315387 0.15520006 0.81989729],[0. 0. 0.],[-0.23469129  0.23464173 -0.16605352  0.92859542],5.8650970458984375e-05,[-1.63207805 -1.0496391  -1.25297332 -2.90106019 -1.05702667],[ 7.80579661 -3.94821822  9.99999286 10.         -2.42852577],3.743000002032204e-05,-0.09204330792166018,0.5994420324453728,0.05,19,[ 0.19064824 -0.05506991  0.14684032  0.24426249 -0.0255264  -0.03365171],[ 0.5851126  -1.1164217   2.118511    0.4361618  -0.35838467  0.20283048],[-1.735967  -1.0012449 -1.363489  -2.891042  -0.8787158 -0.1683014],55.309359312057495
19,0,0,False,False,False,False,72,0.0,0.0,0.0,0.0,0.0,0.29999999952000017,46.79710840399997,299.01030554799996,29.722040991999904,7.304600001134531e-05,[0.17353053 0.15841135 0.83129472],[0. 0. 0.],[-0.22444868  0.20518468 -0.14988151  0.94077498],6.818771362304688e-05,[-1.61544956 -1.05822161 -1.23357069 -2.88628886 -1.11800765],[  2.02151804  -0.93515582   1.49747929  -6.45487964 -10.        ],2.9846000018096674e-05,-0.09241107596760563,0.62835260654952,0.05,20,"[ 1.03313610e-01 -4.77707200e-02  1.04336262e-01 -1.07354693e-01
 -2.83666611e-01 -1.19842254e-04]",[ 0.5671781  -1.0357165   1.9032972   0.05947661 -0.42853656 -0.01982553],[-1.6743616 -1.0286626 -1.3043388 -2.9328058 -1.0204667 -0.1681698],55.8613486289978
20,0,0,False,False,False,False,75,0.0,0.0,0.0,0.0,0.0,0.3124999995000001,47.774873528,299.988070672,29.904777972999852,0.00027017700000442346,[0.15808289 0.18453315 0.81555957],[0. 0. 0.],[-0.26059598  0.14047    -0.1390297   0.94500196],5.221366882324219e-05,[-1.60696555 -1.06512476 -1.27362437 -2.91596388 -1.24300765],[  0.37590413  -0.31539362  -5.55824428  -0.56335852 -10.        ],4.7478999988470605e-05,-0.08742964956860999,0.623831673705804,0.05,21,"[ 7.539516e-02 -4.309208e-02  9.982380e-02  1.334803e-01 -7.312775e-02
 -7.190535e-05]",[ 0.64788324 -1.2240286   1.9481333   0.5856158  -0.3370341  -0.02135058],[-1.6397079  -1.0461267  -1.2603363  -2.886368   -1.0616931  -0.16820604],56.30144119262695
